"","year","country","iso","crisisJST","crisisBR"
"2419",2012,"Finland","FIN",0,0
"2420",2012,"France","FRA",0,0
"2421",2012,"Germany","DEU",0,0
"2422",2012,"Italy","ITA",0,0
"2423",2012,"Japan","JPN",0,0
"2424",2012,"Netherlands","NLD",0,0
"2425",2012,"Norway","NOR",0,0
"2426",2012,"Portugal","PRT",0,0
"2427",2012,"Spain","ESP",0,0
"2428",2012,"Sweden","SWE",0,0
"2429",2012,"Switzerland","CHE",0,0
"2430",2012,"UK","GBR",0,0
"2431",2012,"USA","USA",0,0
"2432",2013,"Australia","AUS",0,0
"2433",2013,"Belgium","BEL",0,0
"2434",2013,"Canada","CAN",0,0
"2435",2013,"Denmark","DNK",0,0
"2436",2013,"Finland","FIN",0,0
"2437",2013,"France","FRA",0,0
"2438",2013,"Germany","DEU",0,0
"2439",2013,"Italy","ITA",0,0
"2440",2013,"Japan","JPN",0,0
"2441",2013,"Netherlands","NLD",0,0
"2442",2013,"Norway","NOR",0,0
"2443",2013,"Portugal","PRT",0,0
"2444",2013,"Spain","ESP",0,0
"2445",2013,"Sweden","SWE",0,0
"2446",2013,"Switzerland","CHE",0,0
"2447",2013,"UK","GBR",0,0
"2448",2013,"USA","USA",0,0
"2449",2014,"Australia","AUS",0,0
"2450",2014,"Belgium","BEL",0,0
"2451",2014,"Canada","CAN",0,0
"2452",2014,"Denmark","DNK",0,0
"2453",2014,"Finland","FIN",0,0
"2454",2014,"France","FRA",0,0
"2455",2014,"Germany","DEU",0,0
"2456",2014,"Italy","ITA",0,0
"2457",2014,"Japan","JPN",0,0
"2458",2014,"Netherlands","NLD",0,0
"2459",2014,"Norway","NOR",0,0
"2460",2014,"Portugal","PRT",0,1
"2461",2014,"Spain","ESP",0,0
"2462",2014,"Sweden","SWE",0,0
"2463",2014,"Switzerland","CHE",0,0
"2464",2014,"UK","GBR",0,0
"2465",2014,"USA","USA",0,0
"2466",2015,"Australia","AUS",0,0
"2467",2015,"Belgium","BEL",0,0
"2468",2015,"Canada","CAN",0,0
"2469",2015,"Denmark","DNK",0,0
"2470",2015,"Finland","FIN",0,0
"2471",2015,"France","FRA",0,0
"2472",2015,"Germany","DEU",0,0
"2473",2015,"Italy","ITA",0,0
"2474",2015,"Japan","JPN",0,0
"2475",2015,"Netherlands","NLD",0,0
"2476",2015,"Norway","NOR",0,0
"2477",2015,"Portugal","PRT",0,0
"2478",2015,"Spain","ESP",0,0
"2479",2015,"Sweden","SWE",0,0
"2480",2015,"Switzerland","CHE",0,0
"2481",2015,"UK","GBR",0,0
"2482",2015,"USA","USA",0,0
"2483",2016,"Australia","AUS",0,0
"2484",2016,"Belgium","BEL",0,0
"2485",2016,"Canada","CAN",0,0
"2486",2016,"Denmark","DNK",0,0
"2487",2016,"Finland","FIN",0,0
"2488",2016,"France","FRA",0,0
"2489",2016,"Germany","DEU",0,0
"2490",2016,"Italy","ITA",0,1
"2491",2016,"Japan","JPN",0,0
"2492",2016,"Netherlands","NLD",0,0
"2493",2016,"Norway","NOR",0,0
"2494",2016,"Portugal","PRT",0,0
"2495",2016,"Spain","ESP",0,0
"2496",2016,"Sweden","SWE",0,0
"2497",2016,"Switzerland","CHE",0,0
"2498",2016,"UK","GBR",0,0
"2499",2016,"USA","USA",0,0
